1.430e+02,-4.602e+00,-6.801e+00,0.000e+00,2.000e-01,5.000e-01,0.000e+00
1.500e+02,-1.000e+00,-5.000e+00,1.000e-02,3.000e+00,1.500e+00,1.000e-02
1.640e+02,-4.000e+00,-4.602e+00,5.001e-03,-3.999e-01,3.999e-01,5.001e-03
1.720e+02,1.100e+00,-1.100e+01,-3.365e+00,6.000e+00,-3.000e+00,-3.365e+00
1.730e+02,-8.000e+00,-4.398e+00,-5.001e-03,-4.102e+00,1.000e+00,-5.001e-03
1.770e+02,8.898e+00,-4.000e+00,-1.300e-01,1.380e+01,2.699e+00,-1.300e-01
1.790e+02,4.398e+00,-4.801e+00,-5.001e-03,9.797e+00,6.499e-01,-5.001e-03
2.030e+02,-7.998e-01,-0.000e+00,1.100e+00,2.100e+00,4.301e+00,1.100e+00
2.070e+02,2.000e+00,-5.000e-01,-2.000e-02,5.500e+00,5.000e+00,-2.000e-02
2.100e+02,-1.140e+01,-6.301e+00,5.001e-03,-6.398e+00,-0.000e+00,5.001e-03
2.170e+02,1.000e+00,-5.000e+00,-2.000e-02,5.199e+00,1.600e+00,-2.000e-02
2.220e+02,2.500e+00,-6.801e+00,0.000e+00,7.000e+00,-1.200e+00,0.000e+00
2.340e+02,-3.000e+00,-2.400e+00,-2.840e+00,4.000e+00,1.300e+00,-2.840e+00
2.380e+02,-6.898e+00,-1.050e+01,-4.999e-02,-3.000e+00,-4.000e+00,-4.999e-02
2.410e+02,-1.500e+00,3.600e+00,-1.801e-01,3.500e+00,9.297e+00,-1.801e-01
2.450e+02,4.000e+00,-1.870e+01,5.001e-03,8.000e+00,-1.200e+01,5.001e-03
2.500e+02,-1.220e+01,-5.000e-01,0.000e+00,-5.699e+00,6.500e+00,0.000e+00
2.510e+02,-3.000e+00,2.301e+00,1.200e-02,4.000e+00,5.602e+00,1.200e-02
2.540e+02,1.841e+01,2.600e+00,0.000e+00,2.341e+01,7.000e+00,0.000e+00
2.550e+02,-4.500e+00,-6.551e+00,0.000e+00,2.500e+00,-2.551e+00,0.000e+00
2.560e+02,1.350e+00,-2.000e+00,1.600e-01,4.801e+00,4.000e+00,1.600e-01
2.580e+02,4.301e+00,-5.000e+00,3.285e+00,9.898e+00,5.000e-01,3.285e+00
2.630e+02,2.500e+00,-1.000e+01,0.000e+00,6.500e+00,-3.000e+00,0.000e+00
2.670e+02,-7.500e+00,-3.501e-01,-2.381e+00,-5.000e-01,2.000e+00,-2.381e+00
2.690e+02,-3.500e+00,2.020e+01,0.000e+00,1.550e+00,2.400e+01,0.000e+00
2.720e+02,5.699e+00,-6.359e+00,1.500e-02,1.130e+01,-1.360e+00,1.500e-02
2.940e+02,1.250e+01,-1.080e+01,-5.649e-01,1.850e+01,-3.801e+00,-5.649e-01
2.990e+02,3.350e+00,4.999e-02,-1.500e-02,7.000e+00,6.371e+00,-1.500e-02
3.040e+02,4.000e+00,-1.300e+00,0.000e+00,8.500e+00,4.301e+00,0.000e+00
3.070e+02,4.000e+00,-6.801e+00,-3.225e+00,1.000e+01,2.000e-01,-3.225e+00
3.130e+02,-2.000e+00,-8.000e+00,-1.500e-02,5.000e+00,-3.000e+00,-1.500e-02
3.230e+02,-9.998e-02,-1.050e+01,-1.000e-03,3.699e+00,-4.602e+00,-1.000e-03
3.240e+02,-7.500e+00,-1.080e+01,1.000e-02,-8.999e-01,-5.699e+00,1.000e-02
3.260e+02,-6.602e+00,-7.998e-01,5.001e-03,-2.000e+00,5.801e+00,5.001e-03
3.270e+02,-2.500e+00,-1.000e+00,1.000e-02,4.000e+00,4.000e+00,1.000e-02
3.300e+02,-4.500e+00,3.000e+00,-2.000e-02,1.700e+00,6.301e+00,-2.000e-02
3.660e+02,0.000e+00,-1.150e+01,-3.270e+00,4.398e+00,-4.500e+00,-3.270e+00
3.780e+02,-4.102e+00,-1.360e+01,-8.801e-02,-4.700e-01,-1.020e+01,-8.801e-02
3.820e+02,-5.199e+00,-1.800e+00,-1.000e-03,-1.500e+00,3.699e+00,-1.000e-03
3.860e+02,-1.416e+01,3.109e+00,3.000e-02,-1.022e+01,6.922e+00,3.000e-02
3.880e+02,-5.000e-01,-3.801e+00,5.698e-01,2.199e+00,1.000e+00,5.698e-01
3.970e+02,-6.852e+00,-1.070e+00,7.500e-03,-0.000e+00,2.100e+00,7.500e-03
4.010e+02,-5.000e+00,1.430e+00,3.000e-02,-1.390e+00,8.000e+00,3.000e-02
4.040e+02,-6.299e-01,8.999e-01,-1.000e-02,6.301e+00,5.000e+00,-1.000e-02
4.070e+02,-2.400e+00,-9.500e+00,-4.800e-01,1.900e+00,-2.500e+00,-4.800e-01
4.100e+02,1.239e+01,-1.100e+00,1.100e-02,1.600e+01,3.230e+00,1.100e-02
4.140e+02,-1.200e+00,1.600e+00,0.000e+00,2.750e+00,7.500e+00,0.000e+00
4.170e+02,9.000e+00,6.499e-01,0.000e+00,1.650e+01,7.000e+00,0.000e+00
4.220e+02,-4.602e+00,-2.801e+00,-1.000e-02,-6.699e-01,3.500e+00,-1.000e-02
4.340e+02,1.500e+00,-1.120e+01,5.001e-03,6.898e+00,-7.672e+00,5.001e-03
4.400e+02,-4.230e+00,6.802e-01,7.432e-01,1.900e+00,4.258e+00,7.432e-01
4.440e+02,8.000e+00,-2.000e+00,0.000e+00,1.350e+01,4.500e+00,0.000e+00
4.630e+02,-4.238e+00,-8.797e+00,2.930e+00,2.760e+00,-5.199e+00,2.930e+00
4.660e+02,-6.340e+00,-1.350e+01,0.000e+00,4.500e-01,-8.000e+00,0.000e+00
4.750e+02,9.000e+00,-3.670e+00,3.010e+00,1.520e+01,3.240e+00,3.010e+00
4.760e+02,-4.500e+00,-2.301e+00,-5.399e-02,-1.000e+00,2.000e+00,-5.399e-02
4.870e+02,-7.801e+00,3.999e-01,-1.000e-02,-3.400e+00,4.199e+00,-1.000e-02
4.950e+02,1.750e+00,-5.200e-01,-4.250e-01,7.672e+00,2.260e+00,-4.250e-01
5.060e+02,-5.498e-01,-4.602e+00,1.000e-02,3.100e+00,3.999e-01,1.000e-02
5.080e+02,1.300e+00,-4.500e+00,2.340e+00,4.500e+00,-4.500e-01,2.340e+00
5.250e+02,-1.800e+00,-2.600e+00,-3.061e+00,5.102e+00,2.199e+00,-3.061e+00
5.290e+02,-2.000e-01,-4.301e+00,-3.057e+00,5.230e+00,-7.002e-01,-3.057e+00
5.340e+02,-8.641e+00,-2.500e+00,0.000e+00,-2.000e+00,7.500e-01,0.000e+00
5.370e+02,-9.500e+00,-5.699e+00,2.100e-01,-3.500e+00,-2.199e+00,2.100e-01
5.380e+02,-1.709e+01,-6.000e+00,0.000e+00,-1.240e+01,6.201e-01,0.000e+00
5.390e+02,-1.500e+00,-8.453e+00,2.631e+00,4.500e+00,-3.449e+00,2.631e+00
5.410e+02,-8.000e+00,-2.900e+00,0.000e+00,-2.000e+00,8.999e-01,0.000e+00
5.460e+02,3.699e+00,-0.000e+00,-2.971e+00,1.030e+01,4.199e+00,-2.971e+00
5.470e+02,9.547e+00,-8.797e+00,-1.200e-01,1.400e+01,-3.551e+00,-1.200e-01
5.480e+02,8.797e+00,-2.600e+00,-3.555e+00,1.300e+01,3.301e+00,-3.555e+00
5.600e+02,1.000e+00,1.400e+00,0.000e+00,7.102e+00,5.000e+00,0.000e+00
5.670e+02,3.500e+00,-6.199e+00,0.000e+00,1.200e+01,1.000e+00,0.000e+00
5.820e+02,2.900e+00,5.000e+00,0.000e+00,6.801e+00,1.130e+01,0.000e+00
5.900e+02,2.900e+00,-5.000e-01,1.000e-03,1.090e+01,4.398e+00,1.000e-03
5.910e+02,8.922e+00,1.800e+00,1.000e-02,1.310e+01,6.898e+00,1.000e-02
5.920e+02,-3.000e-01,-5.512e+00,-3.121e+00,7.199e+00,-1.860e-01,-3.121e+00
5.980e+02,-1.310e+01,-5.281e+00,0.000e+00,-9.898e+00,-8.999e-01,0.000e+00
6.060e+02,-8.398e+00,-4.500e+00,-3.750e-01,-4.750e+00,6.001e-01,-3.750e-01
6.120e+02,-9.998e-02,6.398e+00,0.000e+00,4.398e+00,1.100e+01,0.000e+00
6.240e+02,4.441e+00,-1.170e+01,5.001e-03,8.953e+00,-5.000e+00,5.001e-03
6.260e+02,6.500e+00,-1.000e+01,1.000e-03,1.450e+01,-4.000e+00,1.000e-03
6.380e+02,-2.000e-01,8.000e+00,1.000e-03,4.000e+00,1.420e+01,1.000e-03
6.430e+02,-6.000e+00,-1.300e+00,0.000e+00,2.000e+00,2.301e+00,0.000e+00
6.640e+02,-7.301e+00,-5.199e+00,-2.600e-01,7.002e-01,3.999e-01,-2.600e-01
6.690e+02,-0.000e+00,-2.699e+00,3.000e-03,8.000e+00,1.500e+00,3.000e-03
6.800e+02,1.900e+00,-3.000e+00,1.000e-02,5.699e+00,3.600e+00,1.000e-02
6.850e+02,-2.199e+00,-1.450e+01,0.000e+00,4.000e+00,-8.703e+00,0.000e+00
6.880e+02,-3.701e-01,-5.801e-01,0.000e+00,4.051e+00,2.699e+00,0.000e+00
6.960e+02,-2.301e+00,9.398e+00,2.000e-02,3.699e+00,1.320e+01,2.000e-02
7.060e+02,-1.100e+01,-7.002e-01,0.000e+00,-4.000e+00,3.500e+00,0.000e+00
7.070e+02,6.500e+00,8.500e+00,-2.000e-02,1.200e+01,1.350e+01,-2.000e-02
7.120e+02,-4.699e+00,-1.700e+00,5.001e-03,3.301e+00,3.000e+00,5.001e-03
7.200e+02,0.000e+00,-5.500e+00,3.500e-02,4.699e+00,2.500e+00,3.500e-02
7.230e+02,-6.001e-01,-6.000e+00,4.199e-01,3.000e+00,5.000e-01,4.199e-01
7.320e+02,2.100e+00,-4.000e+00,4.001e-02,7.398e+00,1.000e+00,4.001e-02
7.330e+02,6.801e+00,-2.199e+00,0.000e+00,1.090e+01,4.801e+00,0.000e+00
7.380e+02,-7.500e+00,-2.199e+00,0.000e+00,-1.300e+00,6.001e-01,0.000e+00
7.410e+02,-5.699e+00,4.398e+00,2.499e-02,-2.199e+00,9.398e+00,2.499e-02
7.440e+02,-1.080e+01,-1.000e+00,0.000e+00,-7.500e+00,7.000e+00,0.000e+00
7.450e+02,-5.000e-01,8.999e-01,0.000e+00,3.801e+00,4.398e+00,0.000e+00
7.460e+02,-2.000e-01,-1.300e+00,-1.000e-02,6.500e+00,6.499e-01,-1.000e-02
7.500e+02,-9.797e+00,-5.602e+00,2.000e-02,-1.500e+00,-3.999e-01,2.000e-02
7.570e+02,-2.600e+00,-1.800e+00,-1.000e-02,1.000e+00,4.781e+00,-1.000e-02
7.580e+02,-1.000e+00,-1.250e+01,1.000e-02,4.000e+00,-4.500e+00,1.000e-02
8.000e+02,-6.801e+00,-3.000e-01,3.100e+00,-3.500e+00,6.000e+00,3.100e+00
8.020e+02,-2.301e+00,-1.000e+00,1.300e-02,1.900e+00,4.000e+00,1.300e-02
8.130e+02,2.000e+00,-3.801e+00,1.000e-03,1.000e+01,2.000e-01,1.000e-03
8.140e+02,-2.301e+00,-7.199e+00,1.000e-03,5.000e+00,-1.700e+00,1.000e-03
8.200e+02,4.262e+00,-2.000e+00,1.000e-03,7.199e+00,2.400e+00,1.000e-03
8.240e+02,0.000e+00,-3.400e+00,0.000e+00,3.900e+00,2.600e+00,0.000e+00
8.290e+02,-6.000e+00,-3.000e+00,5.001e-03,2.000e+00,1.100e+00,5.001e-03
8.320e+02,-9.203e+00,-2.301e+00,-1.000e-02,-1.700e+00,8.999e-01,-1.000e-02
8.350e+02,-8.898e+00,-3.000e+00,0.000e+00,-2.199e+00,5.000e-01,0.000e+00
8.390e+02,-3.699e+00,-1.160e+01,-3.070e+00,4.301e+00,-7.301e+00,-3.070e+00
8.430e+02,-5.500e+00,-6.001e-01,0.000e+00,5.000e-01,6.000e+00,0.000e+00
8.480e+02,-8.999e-01,-7.500e+00,0.000e+00,6.801e+00,-2.100e+00,0.000e+00
8.530e+02,1.700e+00,-5.770e+00,0.000e+00,9.000e+00,-1.240e+00,0.000e+00
8.730e+02,-9.703e+00,-5.000e-01,-3.061e+00,-2.699e+00,4.000e+00,-3.061e+00
8.760e+02,1.000e+00,-1.040e+01,3.000e-03,7.801e+00,-2.600e+00,3.000e-03
8.770e+02,6.102e+00,-3.500e+00,2.029e+00,1.000e+01,1.500e+00,2.029e+00
8.780e+02,-3.900e+00,2.000e-01,-7.000e-03,2.150e+00,3.500e+00,-7.000e-03
8.800e+02,-1.540e+01,-6.281e+00,1.200e-02,-1.075e+01,-3.240e+00,1.200e-02
8.900e+02,-2.500e-01,1.300e+00,3.000e-03,7.570e+00,4.801e+00,3.000e-03
8.910e+02,-1.115e+01,-1.070e+01,3.000e-03,-5.520e+00,-3.699e+00,3.000e-03
